,title,content
830216,1997 24 Hours of Le Mans,"1997 24 Hours of Le Mans  The 1997 24 Hours of Le Mans was the 65th Grand Prix of Endurance, and took place on 14 and 15 June 1997.  The race saw the first of a record (as of 2013) 9 wins at Le Mans for popular Danish driver Tom Kristensen.  The Dunlop chicane was modified slightly in order to slow speeds again but also accommodate larger gravel traps as runoff area for the protection of motorcycle riders using the Bugatti Circuit. Frenchman Sébastien Enjolras lost his life in a pre-qualifying accident in his Welter Racing WR LM97-Peugeot.  The 1997 race was won by the same chassis as had won in 1996, marking the second time that Joest had won back-to-back Le Mans with the same chassis (previously done in 1984 and 1985). They were able to beat factory teams in both GT and LMP classes from Porsche, McLaren, Nissan, and Ferrari. The TWR-Porsche was not the fastest on track during the race, but was able to take advantage of the leading Porsche 911 GT1's and McLaren F1 GTR's mechanical problems, allowing the Joest Racing machine to claim victory by one lap."
