,title,content
1340657,Mike Mooney  American football ,"Mike Mooney (American football)  Michael Paul Mooney (May 31, 1969 in Baltimore, Maryland – March 2, 2007) was a National Football League player for the San Diego Chargers and the Houston Oilers. Mooney, who played collegiately at Georgia Tech and appeared in one game for the Chargers as an offensive tackle."
