,title,content
1531145,Peruvian treehunter,"Peruvian treehunter  The Peruvian treehunter or buff-throated treehunter (""Thripadectes scrutator"") is a species of bird in the Furnariidae family. It is found in Bolivia and Peru. Its natural habitat is subtropical or tropical moist montane forests."
