,title,content
1218883,NSC United,"NSC United  Minnesota NSC United are an American soccer team, founded in 2005. The team is a member of the National Premier Soccer League (NPSL), the fourth tier of the American Soccer Pyramid, and plays in the Midwest Conference.   During its inaugural 2005 season the team played as Minnesota Blast, and were based at the SoccerBlast facility in Burnsville, Minnesota. The new incarnation of the team are affiliated with, and play their home matches at, the National Sports Center in the city of Blaine, Minnesota, 16 miles north of downtown Minneapolis.  In 2006 the team's management announced that they would spend the 2007 NPSL season on hiatus. This team now no longer exists."
