,title,content
818153,Arild Stokkan Grande,"Arild Stokkan-Grande  Arild Stokkan-Grande (born April 5, 1978 in Trondheim) is a Norwegian politician for the Labour Party (AP). He represents Nord-Trøndelag in the Norwegian Parliament, where he meets in the place of Bjarne Håkon Hanssen, who was appointed to a government position."
