,title,content
719325,Igor Lebedev  politician ,"Igor Lebedev (politician)  Igor Vladimirovich Lebedev (; born 27 September 1972 in Moscow) is the chairman of the LDPR parliamentary group of the Russian State Duma and the LDPR Youth Organization. He is a deputy speaker of the State Duma, and a member of the State Duma's Committee on Budget Issues and Taxes. His father is Vladimir Zhirinovsky, chairman of the LDPR. He graduated from the Moscow Academy of Law in 1996.  As of 12 September 2014, Lebedev was sanctioned by the European Union for voting ""... in favour of the draft Federal Constitutional Law ‘on the acceptance into the Russian Federation of the Republic of Crimea and the formation within the Russian Federation of new federal subjects - the republic of Crimea and the City of Federal Status Sevastopol’.""  Following supporter violence involving Russian fans at the Euro 2016 tournament, Lebedev tweeted ""nothing wrong with fans fighting"" and to ""keep up the good work"".  In March 2017 Lebedev proposed legalising football hooliganism and turning it into a sport."
