,title,content
1181209,Alone with You  Tevin Campbell song ,"Alone with You (Tevin Campbell song)  ""Alone With You"" is a song by American singer Tevin Campbell. The hit song is Tevin's sixth single off his debut album ""T.E.V.I.N."" and second to reach number one on the R&B charts where it stayed for one week. The song didn't chart as well on the ""Billboard"" Hot 100 peaking at #72.  US Promo CD"
