,title,content
1026759,Lodge  company ,"Lodge (company)  Lodge Manufacturing Company is an American manufacturer of cast iron cookware based in South Pittsburg, Tennessee. Founded in 1896 by Joseph Lodge, Lodge Manufacturing is one of America's oldest cookware companies in continuous operation. It is still owned and managed by the descendants of the Lodge family. Most cast iron sold by Lodge is produced in its foundry in South Pittsburg, which has been in operation since the company was founded.  Founded in 1896 by Joseph Lodge, Lodge Manufacturing is one of America's oldest cookware companies in continuous operation. Joseph Lodge and his wife settled in South Pittsburg, Tennessee, a town of 3,000 people along the Tennessee River beside the Cumberland Plateau."
