,title,content
1275336,Transpetro,"Transpetro  Petrobras Transporte S.A. (Transpetro) is the largest oil and gas transportation company of Brazil. Transpetro works with transportation and storage activities of oil and byproducts, ethanol, biofuels and natural gas. It is responsible for a network of more than of oil and gas pipelines, connected to terminals and an oil tanker fleet (15 Ships by 100000 tons), in 2015.  Transpetro, a fully owned subsidiary of Petrobras, was established on 12 June 1998, as per legislation (Act no. 9.478/1997) which restructured the oil sector in Brazil. In addition to Petrobras, Transpetro provides services to several distributing companies and to the petrochemical industry."
